x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
a,7.27,-6.38,-4.81,33.37,7.66,5,27,4.49,1.59,764,0.29,6.93,16.26,1.62,26.04
ag,4.05,-4.45,-2.13,24.17,3.86,6,18,3.53,1.14,273,0.23,0.00,14.63,1.15,31.61
al,7.57,-3.58,-1.92,41.85,7.78,6,30,4.54,1.63,317,0.29,5.47,14.08,1.67,25.18
au,3.14,-2.84,-1.42,16.61,3.38,5,19,2.66,1.18,490,0.17,1.54,10.36,1.18,29.42
b,-3.07,-54.26,-32.42,26.92,-2.86,6,29,7.19,-0.40,1,0.46,-0.80,8.40,-0.43,23.50
bu,1.82,-6.75,-5.09,15.86,1.87,4,28,4.32,0.44,184,0.28,0.00,7.92,0.42,22.28
c,2.93,-6.87,-6.81,12.34,3.06,5,21,3.28,0.90,583,0.21,2.71,8.64,0.89,25.71
cf,5.64,-5.73,-5.26,30.74,6.25,6,22,4.34,1.28,346,0.28,4.65,16.37,1.30,23.87
cs,0.05,-5.63,-4.98,6.46,0.14,3,19,1.54,0.04,464,0.10,0.00,0.62,0.03,27.57
cu,13.07,-5.47,-3.62,47.28,13.06,5,23,5.92,2.11,485,0.38,8.74,31.61,2.21,28.62
fg,2.06,-7.96,-4.20,25.79,2.43,5,15,3.79,0.56,495,0.24,0.00,10.04,0.54,26.77
fu,0.09,-53.80,-34.20,26.19,0.49,5,23,12.55,0.07,522,0.80,3.94,15.52,0.01,24.82
hc,4.69,-6.74,-1.34,38.14,5.49,4,17,4.29,1.09,97,0.27,0.00,23.39,1.09,27.89
i,5.24,-9.15,-5.71,50.16,5.70,5,14,5.80,0.91,160,0.37,0.00,24.09,0.91,26.53
j,6.52,-10.07,-0.46,32.31,7.19,4,44,6.02,1.08,168,0.39,2.40,22.00,1.08,24.89
jd,1.23,-15.61,-10.65,28.72,0.99,5,17,3.60,0.36,843,0.23,0.00,6.20,0.34,25.23
jm,4.38,-7.98,-2.56,37.10,4.76,6,21,5.59,0.80,140,0.36,0.00,18.50,0.78,25.86
l,5.11,-13.43,-7.76,24.35,5.60,5,20,5.20,0.98,1010,0.33,3.68,16.92,0.98,24.61
m,5.67,-14.40,-7.81,28.02,5.89,7,34,4.73,1.19,1336,0.30,5.23,15.11,1.20,25.95
ma,9.61,-4.64,-1.00,150.05,11.29,5,15,26.82,0.43,95,1.72,0.00,18.30,0.36,28.06
ni,1.24,-7.89,-2.89,13.59,1.21,4,15,2.95,0.43,81,0.19,0.00,6.67,0.42,27.47
oi,2.22,-3.14,-2.80,13.36,2.01,5,22,2.80,0.80,225,0.18,0.00,7.06,0.80,26.39
p,7.63,-7.75,-2.14,23.43,7.59,8,39,4.98,1.50,214,0.32,5.59,18.30,1.53,28.01
pb,3.35,-4.40,-0.16,15.72,3.26,4,22,3.54,0.95,136,0.23,0.92,10.71,0.95,22.66
pp,2.46,-3.65,-0.37,17.67,2.40,10,17,3.35,0.74,163,0.21,0.00,9.89,0.74,28.09
rb,8.61,-4.94,-0.11,29.57,9.40,4,25,5.13,1.64,158,0.33,8.67,22.68,1.68,25.32
rm,2.68,-6.56,-3.00,14.96,2.64,5,16,3.32,0.81,251,0.21,0.00,9.15,0.81,29.56
ro,1.31,-3.47,-2.54,12.40,1.45,5,16,1.80,0.73,163,0.12,0.00,7.74,0.73,28.20
ru,14.27,-10.96,-10.24,43.17,14.23,7,22,9.03,1.52,399,0.58,13.44,32.25,1.58,25.46
sf,2.04,-4.91,-4.91,22.44,2.30,4,19,3.41,0.61,138,0.22,0.00,12.28,0.60,31.54
sm,1.32,-7.93,-5.55,11.25,0.80,4,17,3.25,0.42,550,0.21,0.00,4.14,0.40,27.79
sn,1.27,-3.87,-0.38,11.72,1.14,7,14,1.77,0.72,205,0.11,0.00,5.06,0.72,32.50
sr,5.88,-6.97,-3.93,25.07,6.16,5,22,3.95,1.47,804,0.25,4.34,17.59,1.49,28.38
ta,7.41,-6.15,-5.01,42.35,7.91,5,21,5.15,1.41,406,0.33,5.67,21.86,1.44,25.49
v,2.95,-8.54,-5.70,24.80,3.07,4,19,4.27,0.70,519,0.27,0.15,10.32,0.69,25.93
wh,0.50,-8.11,-6.54,13.62,0.55,5,23,2.53,0.21,259,0.16,0.00,4.01,0.20,25.29
ws,1.54,-8.00,-6.06,14.76,1.73,5,21,2.32,0.67,521,0.15,0.00,8.68,0.66,27.41
wt,-0.69,-10.96,-10.46,5.12,-0.72,4,26,2.28,-0.29,1,0.15,0.00,0.89,-0.30,21.02
y,8.12,-4.33,-1.57,42.85,9.01,6,21,4.68,1.69,169,0.30,7.19,15.96,1.74,26.72
zc,0.74,-4.06,-3.66,10.02,0.73,7,18,1.91,0.40,144,0.12,0.00,4.11,0.39,30.37
zn,6.80,-4.95,-0.49,34.19,7.48,5,29,5.06,1.33,132,0.32,5.72,18.19,1.34,25.89
组合,4.22,-0.94,0.61,10.37,4.18,13,11,1.29,3.20,90,0.08,3.87,7.38,3.26,52.07
