x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
股指期货回测,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
沪深300股指期货,7.74,-4.91,-3.71,26.61,8.11,2,2,6.09,1.25,293,0.39,6.62,19.00,1.27,63.69
中证500股指期货,2.37,-14.98,-13.27,9.15,0.17,2,3,10.32,0.28,25,0.66,1.61,5.84,0.23,48.05
上证50股指期货,3.17,-5.47,-4.04,12.21,2.29,3,3,5.56,0.59,229,0.36,2.12,8.03,0.57,53.68
国债,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
2年期国债期货,0.32,-0.52,-0.37,1.29,0.56,8,7,0.65,0.49,357,0.04,0.80,1.04,0.49,51.52
5年期国债期货,0.43,-6.46,-4.36,7.10,0.38,10,8,2.57,0.18,335,0.16,0.09,3.64,0.17,49.66
10年期国债期货,-0.28,-7.91,-7.36,4.76,-0.12,13,9,3.93,-0.05,265,0.25,0.19,3.55,-0.07,50.17
郑商所,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
郑苹果101,8.18,-4.21,2.02,16.80,10.61,3,1,6.48,1.25,109,0.41,10.47,14.41,1.26,61.54
郑棉花101,1.04,-33.59,-20.66,46.41,1.87,4,3,8.08,0.17,1481,0.52,1.65,13.33,0.13,47.53
郑红枣101,-0.63,-11.31,-8.78,5.80,-4.02,2,3,8.18,-0.04,80,0.52,-4.59,1.04,-0.08,50.57
郑棉纱101,1.79,-6.08,-3.14,8.32,2.45,2,2,4.62,0.41,423,0.30,1.75,6.47,0.39,53.28
