x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S56P1-static300对冲000300,8.24,-7.01,-2.03,30.81,8.63,16,10,4.59,1.75,173,0.29,6.21,17.95,1.80,55.46
S56P1-dynamic300对冲000300,6.03,-3.40,-1.85,20.50,6.30,13,10,3.32,1.78,241,0.21,5.42,12.09,1.82,55.62
S56P1-static500对冲000905,17.82,-4.24,1.67,69.89,18.83,12,9,4.67,3.53,128,0.30,15.99,42.95,3.81,59.51
S56P1-dynamic500对冲000905,11.90,-3.46,1.04,27.71,12.03,17,9,3.26,3.47,140,0.21,11.70,22.20,3.65,60.05
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
comb_ls_rtn,44.23,-3.21,17.06,200.17,50.17,42,5,6.30,5.85,31,0.40,33.53,120.42,7.02,67.92
comb_lo_rtn,26.44,-51.43,-45.31,375.45,38.62,11,9,29.33,0.95,284,1.88,20.08,137.71,0.90,57.61
comb_so_rtn,-21.40,-93.72,-62.67,152.32,-17.41,9,9,30.38,-0.64,734,1.94,-24.04,14.13,-0.70,51.53
pct_netMoneyInflow_lo_relative_cum_rtn,16.11,-37.46,-29.65,160.15,21.06,13,7,16.60,0.98,132,1.06,9.54,68.65,0.97,57.75
qoq_netMoneyInflow_lo_relative_cum_rtn,14.57,-36.03,-31.68,151.75,18.61,16,9,16.58,0.90,155,1.06,9.40,63.82,0.88,57.89
pct_finVal_lo_relative_cum_rtn,16.56,-37.14,-33.51,196.75,23.21,16,9,17.22,0.98,155,1.10,8.23,83.10,0.96,57.84
qoq_finVal_lo_relative_cum_rtn,15.48,-40.53,-34.84,145.36,19.45,16,7,16.91,0.94,112,1.08,11.02,66.01,0.92,58.46
comb_lo_relative_cum_rtn,20.69,-34.01,-30.38,195.95,26.86,16,9,16.68,1.21,112,1.07,12.31,85.75,1.24,58.64
pct_netMoneyInflow_so_rtn,-17.81,-92.15,-60.38,178.33,-13.80,9,9,30.25,-0.50,725,1.94,-21.16,19.66,-0.59,52.05
pct_netMoneyInflow_lo_rtn,21.59,-53.80,-46.94,324.96,31.82,11,9,29.36,0.81,286,1.88,16.52,113.03,0.74,56.76
pct_netMoneyInflow_ls_rtn,32.75,-3.38,8.11,136.12,37.01,19,7,6.20,4.60,68,0.40,27.02,77.29,5.28,63.26
qoq_netMoneyInflow_so_rtn,-14.62,-90.65,-61.31,178.10,-10.47,9,9,30.22,-0.37,712,1.93,-17.74,23.85,-0.48,52.33
qoq_netMoneyInflow_lo_rtn,19.92,-52.05,-44.73,334.64,29.25,11,9,29.48,0.77,323,1.89,14.69,109.18,0.68,56.81
qoq_netMoneyInflow_ls_rtn,26.15,-3.87,3.38,109.34,29.43,19,10,5.70,4.11,109,0.36,21.38,68.97,4.59,61.75
pct_finVal_so_rtn,-17.78,-91.73,-62.26,154.25,-14.38,10,9,30.09,-0.50,726,1.93,-19.63,15.43,-0.59,52.57
pct_finVal_lo_rtn,22.09,-53.65,-45.36,378.97,34.98,11,9,29.68,0.82,289,1.90,15.38,136.16,0.74,56.62
pct_finVal_ls_rtn,33.36,-7.05,0.34,166.11,40.32,40,7,7.22,4.03,71,0.46,26.34,105.08,4.62,62.98
qoq_finVal_so_rtn,-15.62,-89.86,-57.41,163.78,-11.54,9,9,30.19,-0.41,725,1.93,-18.84,21.52,-0.52,51.95
qoq_finVal_lo_rtn,20.98,-56.12,-48.32,348.50,30.67,11,9,29.57,0.79,338,1.89,15.47,112.82,0.71,56.81
qoq_finVal_ls_rtn,28.79,-4.10,2.70,106.35,30.42,18,7,6.14,4.16,74,0.39,22.24,68.65,4.69,62.22
