x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S53P2全行业IC加权-500股票池-多头,13.65,-47.08,-37.19,252.31,18.75,11,8,27.99,0.60,681,1.79,10.18,62.54,0.49,56.28
S53P2全行业IC加权-500股票池-指数对冲,10.62,-11.66,-8.39,45.41,11.44,12,9,5.73,1.79,169,0.37,9.39,30.67,1.85,54.75
S53P2全行业IC加权-300股票池-多头,6.95,-47.54,-42.01,207.80,10.53,10,9,25.05,0.39,893,1.60,2.50,57.23,0.28,52.49
S53P2全行业IC加权-300股票池-指数对冲,2.69,-20.83,-12.22,29.38,2.48,12,10,7.00,0.41,738,0.45,0.86,14.73,0.38,53.98
S53P2分行业IC加权-500股票池-多头,14.38,-48.74,-34.98,256.37,19.29,10,8,27.85,0.62,682,1.78,11.20,63.55,0.52,55.81
S53P2分行业IC加权-500股票池-指数对冲,11.30,-12.02,-9.87,42.78,11.99,11,9,5.46,1.99,108,0.35,9.18,30.05,2.07,55.34
S53P2分行业IC加权-300股票池-多头,9.88,-46.46,-41.51,211.31,13.64,11,9,24.62,0.51,1235,1.58,5.25,58.82,0.40,53.09
S53P2分行业IC加权-300股票池-指数对冲,5.46,-10.78,-8.49,31.81,5.46,13,9,6.09,0.90,310,0.39,4.19,16.54,0.90,55.43
S53P1IC加权-500股票池-做多,23.86,-50.29,-37.08,318.30,32.31,11,8,29.24,0.88,439,1.87,17.13,89.71,0.82,57.67
S53P1IC加权-500股票池-指数对冲,20.98,-19.09,-18.33,105.50,23.82,16,11,8.10,2.39,108,0.52,23.09,58.38,2.59,58.83
S53P1MHKQ加权-500股票池-做多,17.23,-47.95,-39.56,237.24,22.44,11,8,29.01,0.70,1261,1.86,11.49,73.94,0.59,57.11
S53P1MHKQ加权-500股票池-指数对冲,14.35,-19.03,-16.21,74.87,14.93,10,11,8.93,1.55,490,0.57,13.60,39.42,1.61,55.85
