x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
度因子-全市场,8.94,-6.96,-3.74,23.35,9.05,17,9,5.03,1.73,201,0.32,9.07,16.04,1.78,55.33
度因子-中证500,3.06,-14.12,-13.15,23.84,3.46,12,10,6.07,0.53,617,0.39,3.54,11.44,0.50,52.38
度因子-沪深300,1.12,-19.14,-16.59,21.00,0.76,11,11,7.26,0.19,344,0.46,0.76,8.39,0.15,50.54
溢出因子-全市场,6.85,-11.08,-7.70,49.56,7.84,19,11,5.75,1.18,375,0.37,4.32,27.89,1.19,52.64
溢出因子-中证500,2.44,-16.09,-10.10,28.93,2.91,12,10,6.70,0.39,515,0.43,1.77,14.08,0.36,49.89
溢出因子-沪深300,1.76,-16.91,-11.52,45.21,2.77,11,11,7.24,0.28,1103,0.46,-1.63,19.18,0.24,50.38
修正度因子-全市场,13.70,-12.25,-2.90,30.83,13.48,15,11,6.10,2.14,173,0.39,13.29,20.49,2.25,55.86
修正度因子-中证500,8.18,-10.27,-6.94,29.88,8.42,12,10,6.95,1.17,289,0.44,8.50,18.56,1.18,52.68
修正度因子-沪深300,2.98,-21.67,-17.86,23.02,3.07,14,9,8.29,0.40,470,0.53,3.16,12.44,0.36,51.69
修正溢出因子-全市场,8.55,-13.78,-10.64,72.17,10.62,14,12,7.91,1.08,484,0.51,5.84,37.29,1.08,51.65
修正溢出因子-中证500,3.63,-30.06,-17.64,58.05,5.99,11,10,8.85,0.45,238,0.57,2.73,28.07,0.41,50.80
修正溢出因子-沪深300,0.29,-28.47,-13.43,46.54,1.93,11,10,9.23,0.08,529,0.59,-0.07,17.26,0.03,49.39
组合因子1-全市场,16.45,-10.71,-7.08,68.73,17.69,16,11,7.17,2.16,143,0.46,13.82,42.36,2.29,54.98
组合因子1-中证500,10.83,-23.24,-17.90,87.07,12.79,12,12,8.89,1.20,235,0.57,8.82,44.81,1.22,52.80
组合因子1-沪深300,2.74,-30.13,-19.85,63.48,4.61,10,14,11.08,0.30,619,0.71,1.79,24.61,0.25,51.11
修正反转因子-全市场,19.93,-13.28,-7.99,85.19,21.83,12,10,9.02,2.06,146,0.58,16.97,44.12,2.21,54.37
修正反转因子-中证500,14.05,-22.10,-19.48,98.83,16.63,15,10,11.40,1.21,157,0.73,12.63,47.97,1.23,52.15
修正反转因子-沪深300,5.72,-33.68,-24.01,64.53,7.99,11,9,12.27,0.51,194,0.79,7.08,30.22,0.47,51.80
